term,id,preferred term
n,trm_4a3fd79d0b125,skill acquisition
i,trm_4a3fd79d0b125,skill acquisition
o,trm_4a3fd79d0b607,set shifting
t,trm_4a3fd79d0b607,set shifting
t,trm_4a3fd79d0b09a,sensory memory
a,trm_4a3fd79d0b607,set shifting
s,trm_4a3fd79d0b607,set shifting
k,trm_4a3fd79d0b607,set shifting
 ,trm_4a3fd79d0b607,set shifting
s,trm_4a3fd79d0b607,set shifting
e,trm_4a3fd79d0b607,set shifting
t,trm_4a3fd79d0b607,set shifting
 ,trm_4a3fd79d0b607,set shifting
r,trm_4a3fd79d0b607,set shifting
e,trm_4a3fd79d0b607,set shifting
c,trm_4a3fd79d0b607,set shifting
r,trm_4a3fd79d09849,anticipation
o,trm_4a3fd79d0b607,set shifting
p,trm_4a3fd79d09849,anticipation
n,trm_4a3fd79d0b607,set shifting
f,trm_4a3fd79d0b607,set shifting
i,trm_4a3fd79d0b607,set shifting
g,trm_4a3fd79d0b607,set shifting
u,trm_4a3fd79d0b607,set shifting
r,trm_4a3fd79d0b607,set shifting
n,trm_4a3fd79d0b125,skill acquisition
g,trm_4a3fd79d0b125,skill acquisition
i,trm_4a3fd79d09849,anticipation
s,trm_4a3fd79d09849,anticipation
e,trm_523e053844495,social phobia
n,trm_523e053844495,social phobia
t,trm_523e053844495,social phobia
n,trm_4a3fd79d09849,anticipation
e,trm_4a3fd79d09849,anticipation
i,trm_4a3fd79d09849,anticipation
c,trm_4a3fd79d09849,anticipation
s,trm_4a3fd79d0b160,somatosensation
o,trm_4a3fd79d0b160,somatosensation
m,trm_4a3fd79d0b160,somatosensation
a,trm_4a3fd79d0b160,somatosensation
t,trm_4a3fd79d0b160,somatosensation
e,trm_557b495cdde57,potential monetary reward
r,trm_557b495cdde57,potential monetary reward
o,trm_4a3fd79d0b160,somatosensation
s,trm_4a3fd79d0b160,somatosensation
 ,trm_557b495cdde57,potential monetary reward
e,trm_4a3fd79d0b160,somatosensation
n,trm_4a3fd79d0b160,somatosensation
m,trm_523e053844495,social phobia
s,trm_523e053844495,social phobia
s,trm_523e053844495,social phobia
w,trm_557b495cdde57,potential monetary reward
e,trm_4a3fd79d09849,anticipation
r,trm_557b495cdde57,potential monetary reward
r,trm_4a3fd79d09849,anticipation
a,trm_557b495cdde57,potential monetary reward
n,trm_4c8a85534241d,visual pursuit/tracking
o,trm_4a3fd79d09849,anticipation
f,trm_4a3fd79d09849,anticipation
 ,trm_4a3fd79d09849,anticipation
",",trm_4a3fd79d09849,anticipation
a,trm_523e053844495,social phobia
e,trm_4a3fd79d09849,anticipation
c,trm_4a3fd79d09849,anticipation
e,trm_523e053844495,social phobia
m,trm_523e053844495,social phobia
b,trm_523e053844495,social phobia
a,trm_523e053844495,social phobia
r,trm_523e053844495,social phobia
r,trm_523e053844495,social phobia
a,trm_4a3fd79d0b607,set shifting
t,trm_4a3fd79d0b607,set shifting
 ,trm_4a3fd79d0b607,set shifting
e,trm_4a3fd79d0b0bd,serial processing
i,trm_4a3fd79d0b0bd,serial processing
t,trm_4a3fd79d0b0bd,serial processing
t,trm_4a3fd79d0b0bd,serial processing
e,trm_4a3fd79d0b0bd,serial processing
n,trm_4a3fd79d0b0bd,serial processing
t,trm_4a3fd79d0b0bd,serial processing
 ,trm_4a3fd79d0b0bd,serial processing
p,trm_4a3fd79d0b0bd,serial processing
r,trm_4a3fd79d0b0bd,serial processing
o,trm_4a3fd79d0b0bd,serial processing
c,trm_4a3fd79d0b0bd,serial processing
e,trm_4a3fd79d0b0bd,serial processing
s,trm_4a3fd79d0b0bd,serial processing
s,trm_4a3fd79d0b0bd,serial processing
i,trm_4a3fd79d0b0bd,serial processing
n,trm_4a3fd79d0b0bd,serial processing
g,trm_4a3fd79d0b0bd,serial processing
",",trm_4a3fd79d0b0bd,serial processing
 ,trm_4a3fd79d0b0bd,serial processing
m,trm_4a3fd79d0b0bd,serial processing
 ,trm_4f2449bdcb0b1,wason card selection task
r,trm_4a3fd79d0b0bd,serial processing
s,trm_4f2449bdcb0b1,wason card selection task
e,trm_4a3fd79d0b09a,sensory memory
r,trm_4a3fd79d0b09a,sensory memory
a,trm_4c8a85534241d,visual pursuit/tracking
",",trm_4ee8facd77dfc,self control
 ,trm_4c8a85534241d,visual pursuit/tracking
g,trm_4c8a85534241d,visual pursuit/tracking
n,trm_4a3fd79d09849,anticipation
o,trm_4a3fd79d09849,anticipation
a,trm_4f241ee9c4e37,word-picture matching task
c,trm_4a3fd79d09849,anticipation
i,trm_4a3fd79d09849,anticipation
i,trm_4a3fd79d0b0bd,serial processing
o,trm_4f2449bdcb0b1,wason card selection task
n,trm_4a3fd79d0b0bd,serial processing
t,trm_4a3fd79d0b0bd,serial processing
n,trm_4f2449bdcb0b1,wason card selection task
e,trm_4a3fd79d0b0bd,serial processing
t,trm_4a3fd79d09849,anticipation
s,trm_4a3fd79d0b0bd,serial processing
q,trm_4a3fd79d0b0bd,serial processing
",",trm_4a3fd79d0b607,set shifting
u,trm_4a3fd79d0b0bd,serial processing
e,trm_4a3fd79d0b607,set shifting
n,trm_4a3fd79d0b607,set shifting
t,trm_4a3fd79d0b607,set shifting
a,trm_4a3fd79d0b607,set shifting
l,trm_4a3fd79d0b607,set shifting
 ,trm_4a3fd79d0b607,set shifting
s,trm_4a3fd79d0b607,set shifting
e,trm_4a3fd79d0b607,set shifting
t,trm_4a3fd79d0b607,set shifting
 ,trm_4a3fd79d0b607,set shifting
e,trm_4a3fd79d09849,anticipation
s,trm_4a3fd79d0b607,set shifting
h,trm_4a3fd79d0b607,set shifting
i,trm_4a3fd79d0b607,set shifting
f,trm_4a3fd79d0b607,set shifting
t,trm_4a3fd79d0b607,set shifting
i,trm_4a3fd79d0b607,set shifting
n,trm_4a3fd79d0b607,set shifting
g,trm_4a3fd79d0b607,set shifting
m,trm_4a3fd79d0b607,set shifting
a,trm_4f2449bdcb0b1,wason card selection task
d,trm_4a3fd79d09849,anticipation
r,trm_4a3fd79d0b0bd,serial processing
e,trm_4a3fd79d0b0bd,serial processing
n,trm_4a3fd79d0b0bd,serial processing
t,trm_4a3fd79d0b0bd,serial processing
i,trm_4a3fd79d0b0bd,serial processing
a,trm_4a3fd79d0b0bd,serial processing
l,trm_4a3fd79d0b0bd,serial processing
 ,trm_4a3fd79d0b0bd,serial processing
p,trm_4a3fd79d0b0bd,serial processing
o,trm_4a3fd79d0b0bd,serial processing
i,trm_4a3fd79d09849,anticipation
t,trm_4f2449bdcb0b1,wason card selection task
c,trm_4a3fd79d0b0bd,serial processing
e,trm_4a3fd79d0b0bd,serial processing
s,trm_4a3fd79d0b0bd,serial processing
s,trm_4a3fd79d0b0bd,serial processing
i,trm_4a3fd79d0b0bd,serial processing
n,trm_4a3fd79d0b0bd,serial processing
g,trm_4a3fd79d0b0bd,serial processing
 ,trm_4ee8facd77dfc,self control
t,trm_5534111a8bc96,punishment processing
h,trm_4ee8facd77dfc,self control
n,trm_555cfb890d721,relational comparison
o,trm_555cfb890d721,relational comparison
r,trm_52068e5bd9aa1,restricted behavior
",",trm_52068e5bd9aa1,restricted behavior
 ,trm_52068e5bd9aa1,restricted behavior
s,trm_52068e5bd9aa1,restricted behavior
t,trm_52068e5bd9aa1,restricted behavior
e,trm_52068e5bd9aa1,restricted behavior
r,trm_52068e5bd9aa1,restricted behavior
e,trm_52068e5bd9aa1,restricted behavior
r,trm_523e024c14df9,antisocial personality
o,trm_52068e5bd9aa1,restricted behavior
t,trm_52068e5bd9aa1,restricted behavior
y,trm_52068e5bd9aa1,restricted behavior
p,trm_52068e5bd9aa1,restricted behavior
i,trm_555cfb890d721,relational comparison
e,trm_52068e5bd9aa1,restricted behavior
d,trm_52068e5bd9aa1,restricted behavior
 ,trm_52068e5bd9aa1,restricted behavior
b,trm_52068e5bd9aa1,restricted behavior
o,trm_52068e5bd9aa1,restricted behavior
a,trm_555cfb890d721,relational comparison
r,trm_4b6525253c63f,reward processing
i,trm_52068e5bd9aa1,restricted behavior
p,trm_52068e5bd9aa1,restricted behavior
 ,trm_555cfb890d721,relational comparison
l,trm_555cfb890d721,relational comparison
e,trm_52068e5bd9aa1,restricted behavior
t,trm_52068e5bd9aa1,restricted behavior
i,trm_52068e5bd9aa1,restricted behavior
e,trm_523e024c14df9,antisocial personality
t,trm_52068e5bd9aa1,restricted behavior
i,trm_52068e5bd9aa1,restricted behavior
v,trm_52068e5bd9aa1,restricted behavior
e,trm_52068e5bd9aa1,restricted behavior
 ,trm_52068e5bd9aa1,restricted behavior
b,trm_52068e5bd9aa1,restricted behavior
e,trm_52068e5bd9aa1,restricted behavior
h,trm_52068e5bd9aa1,restricted behavior
a,trm_52068e5bd9aa1,restricted behavior
v,trm_523e024c14df9,antisocial personality
o,trm_523e024c14df9,antisocial personality
v,trm_52068e5bd9aa1,restricted behavior
e,trm_52068e5bd9aa1,restricted behavior
h,trm_52068e5bd9aa1,restricted behavior
a,trm_52068e5bd9aa1,restricted behavior
v,trm_52068e5bd9aa1,restricted behavior
n,trm_4a3fd79d0afab,retroactive interference
h,trm_4a3fd79d0afab,retroactive interference
i,trm_4a3fd79d0afab,retroactive interference
b,trm_4a3fd79d0afab,retroactive interference
i,trm_4a3fd79d0afab,retroactive interference
t,trm_4a3fd79d0afab,retroactive interference
i,trm_4a3fd79d0afab,retroactive interference
o,trm_4a3fd79d0afab,retroactive interference
n,trm_523e024c14df9,antisocial personality
n,trm_4a3fd79d0afab,retroactive interference
a,trm_4f2449bdcb0b1,wason card selection task
i,trm_523e024c14df9,antisocial personality
 ,trm_523e024c14df9,antisocial personality
r,trm_4b6525253c63f,reward processing
e,trm_4b6525253c63f,reward processing
i,trm_4b6525253c63f,reward processing
n,trm_4b6525253c63f,reward processing
f,trm_4b6525253c63f,reward processing
o,trm_4b6525253c63f,reward processing
i,trm_4a3fd79d0afab,retroactive interference
 ,trm_4a3fd79d0afab,retroactive interference
e,trm_4a3fd79d0afab,retroactive interference
e,trm_4a3fd79d0afab,retroactive interference
t,trm_523e024c14df9,antisocial personality
i,trm_52068e5bd9aa1,restricted behavior
o,trm_52068e5bd9aa1,restricted behavior
r,trm_52068e5bd9aa1,restricted behavior
t,trm_555cfb890d721,relational comparison
a,trm_555cfb890d721,relational comparison
s,trm_4f2449bdcb0b1,wason card selection task
r,trm_4a3fd79d0afab,retroactive interference
t,trm_4a3fd79d0afab,retroactive interference
v,trm_4a3fd79d0afab,retroactive interference
l,trm_555cfb890d721,relational comparison
r,trm_4a3fd79d0afab,retroactive interference
o,trm_4a3fd79d0afab,retroactive interference
a,trm_4a3fd79d0afab,retroactive interference
c,trm_4a3fd79d0afab,retroactive interference
e,trm_555cfb890d721,relational comparison
t,trm_4a3fd79d0afab,retroactive interference
i,trm_4a3fd79d0afab,retroactive interference
e,trm_52068e5bd9aa1,restricted behavior
r,trm_52068e5bd9aa1,restricted behavior
o,trm_4f2449bdcb0b1,wason card selection task
a,trm_4a3fd79d09855,apparent motion
n,trm_4f2449bdcb0b1,wason card selection task
m,trm_4a3fd79d0af66,response inhibition
m,trm_4a3fd79d09855,apparent motion
c,trm_4f2449bdcb0b1,wason card selection task
o,trm_4a3fd79d0af66,response inhibition
t,trm_4a3fd79d0af66,response inhibition
o,trm_4a3fd79d0af66,response inhibition
r,trm_4a3fd79d0af66,response inhibition
 ,trm_4a3fd79d0af66,response inhibition
i,trm_4a3fd79d0af66,response inhibition
n,trm_4a3fd79d0af66,response inhibition
h,trm_4a3fd79d0af66,response inhibition
i,trm_4a3fd79d0af66,response inhibition
b,trm_4a3fd79d0af66,response inhibition
i,trm_4a3fd79d0af66,response inhibition
t,trm_4a3fd79d0af66,response inhibition
i,trm_4a3fd79d0af66,response inhibition
o,trm_4a3fd79d0af66,response inhibition
n,trm_4a3fd79d0af66,response inhibition
 ,trm_4a3fd79d09855,apparent motion
n,trm_557b4a7315f1b,response execution
o,trm_557b4a7315f1b,response execution
i,trm_557b4a7315f1b,response execution
 ,trm_4f2449bdcb0b1,wason card selection task
r,trm_4a3fd79d09855,apparent motion
a,trm_4a3fd79d09855,apparent motion
t,trm_4a3fd79d09855,apparent motion
p,trm_4a3fd79d09855,apparent motion
a,trm_557b4a7315f1b,response execution
c,trm_557b4a7315f1b,response execution
t,trm_557b4a7315f1b,response execution
o,trm_557b4a7315f1b,response execution
i,trm_557b4a7315f1b,response execution
n,trm_557b4a7315f1b,response execution
 ,trm_557b4a7315f1b,response execution
e,trm_557b4a7315f1b,response execution
x,trm_557b4a7315f1b,response execution
e,trm_557b4a7315f1b,response execution
c,trm_557b4a7315f1b,response execution
u,trm_557b4a7315f1b,response execution
t,trm_557b4a7315f1b,response execution
p,trm_4a3fd79d09855,apparent motion
a,trm_4a3fd79d0af71,response selection
n,trm_4a3fd79d0af71,response selection
c,trm_4a3fd79d0af71,response selection
h,trm_555cfb890d721,relational comparison
c,trm_555cfb890d721,relational comparison
o,trm_4a3fd79d0af71,response selection
t,trm_4a3fd79d0af71,response selection
o,trm_4a3fd79d0af71,response selection
r,trm_4a3fd79d0af71,response selection
 ,trm_4a3fd79d0af71,response selection
e,trm_4a3fd79d0af71,response selection
x,trm_4a3fd79d0af71,response selection
e,trm_4a3fd79d0af71,response selection
c,trm_4a3fd79d0af71,response selection
t,trm_555cfb890d721,relational comparison
u,trm_4a3fd79d0af71,response selection
a,trm_555cfb890d721,relational comparison
t,trm_4a3fd79d0af71,response selection
i,trm_4a3fd79d0af71,response selection
o,trm_4a3fd79d0af71,response selection
m,trm_555cfb890d721,relational comparison
o,trm_4a3fd79d09855,apparent motion
r,trm_523e024c14df9,antisocial personality
t,trm_523e024c14df9,antisocial personality
m,trm_4a3fd79d0af71,response selection
e,trm_4a3fd79d0af71,response selection
t,trm_4a3fd79d0af71,response selection
i,trm_4a3fd79d0af71,response selection
o,trm_4a3fd79d0af71,response selection
n,trm_4a3fd79d0af71,response selection
 ,trm_4a3fd79d0af71,response selection
g,trm_555cfb890d721,relational comparison
s,trm_4a3fd79d0af71,response selection
n,trm_555cfb890d721,relational comparison
l,trm_4a3fd79d0af71,response selection
 ,trm_4a3fd79d0af71,response selection
e,trm_4a3fd79d0af71,response selection
c,trm_4a3fd79d0af71,response selection
t,trm_4a3fd79d0af71,response selection
i,trm_4a3fd79d0af71,response selection
i,trm_555cfb890d721,relational comparison
o,trm_4a3fd79d0af71,response selection
n,trm_4a3fd79d0af71,response selection
",",trm_4a3fd79d0af71,response selection
r,trm_555cfb890d721,relational comparison
c,trm_4b6525253c63f,reward processing
t,trm_4ee8facd77dfc,self control
r,trm_4a3fd79d0b043,selective attention
e,trm_5534111a8bc96,punishment processing
c,trm_4a3fd79d0b043,selective attention
t,trm_4a3fd79d0b043,selective attention
e,trm_4a3fd79d0b043,selective attention
d,trm_4a3fd79d0b043,selective attention
t,trm_4a3fd79d09849,anticipation
 ,trm_4a3fd79d0b043,selective attention
a,trm_4a3fd79d0b043,selective attention
t,trm_4a3fd79d0b043,selective attention
e,trm_5534111a8bc96,punishment processing
t,trm_4a3fd79d0b043,selective attention
e,trm_4a3fd79d0b043,selective attention
n,trm_4a3fd79d0b043,selective attention
t,trm_4a3fd79d0b043,selective attention
f,trm_5534111a8bc96,punishment processing
i,trm_4a3fd79d0b043,selective attention
o,trm_4a3fd79d0b043,selective attention
n,trm_4a3fd79d0b043,selective attention
 ,trm_5534111a8bc96,punishment processing
e,trm_4a3fd79d0b043,selective attention
o,trm_4a3fd79d0b160,somatosensation
e,trm_4b6525253c63f,reward processing
i,trm_4a3fd79d0b043,selective attention
l,trm_4a3fd79d0b043,selective attention
e,trm_4a3fd79d0b043,selective attention
d,trm_4a3fd79d0b043,selective attention
 ,trm_4a3fd79d0b043,selective attention
a,trm_4a3fd79d0b043,selective attention
t,trm_4a3fd79d0b043,selective attention
t,trm_4a3fd79d0b043,selective attention
e,trm_4a3fd79d0b043,selective attention
n,trm_4a3fd79d0b043,selective attention
t,trm_4a3fd79d0b043,selective attention
i,trm_4a3fd79d0b043,selective attention
o,trm_4a3fd79d09849,anticipation
i,trm_4a3fd79d09849,anticipation
o,trm_4a3fd79d0b043,selective attention
n,trm_4a3fd79d0b043,selective attention
d,trm_5534111a8bc96,punishment processing
",",trm_4a3fd79d0b043,selective attention
 ,trm_4a3fd79d0b043,selective attention
d,trm_4a3fd79d0b043,selective attention
a,trm_4a3fd79d09849,anticipation
l,trm_4a3fd79d09849,anticipation
S,trm_4ee8facd77dfc,self control
e,trm_4ee8facd77dfc,self control
l,trm_4ee8facd77dfc,self control
p,trm_4ee8facd77dfc,self control
o,trm_4ee8facd77dfc,self control
w,trm_4ee8facd77dfc,self control
e,trm_4ee8facd77dfc,self control
r,trm_4ee8facd77dfc,self control
",",trm_4ee8facd77dfc,self control
 ,trm_4ee8facd77dfc,self control
e,trm_4ee8facd77dfc,self control
g,trm_4ee8facd77dfc,self control
o,trm_4ee8facd77dfc,self control
 ,trm_4ee8facd77dfc,self control
s,trm_4ee8facd77dfc,self control
t,trm_4ee8facd77dfc,self control
e,trm_4a3fd79d09855,apparent motion
r,trm_4ee8facd77dfc,self control
e,trm_4ee8facd77dfc,self control
n,trm_4ee8facd77dfc,self control
g,trm_4ee8facd77dfc,self control
l,trm_4ee8facd77dfc,self control
i,trm_4ee8facd77dfc,self control
w,trm_4ee8facd77dfc,self control
u,trm_4ee8facd77dfc,self control
e,trm_5534111a8bc96,punishment processing
l,trm_4ee8facd77dfc,self control
f,trm_4ee8facd77dfc,self control
-,trm_4ee8facd77dfc,self control
r,trm_4ee8facd77dfc,self control
e,trm_4ee8facd77dfc,self control
g,trm_4ee8facd77dfc,self control
u,trm_4a3fd79d09849,anticipation
l,trm_4ee8facd77dfc,self control
 ,trm_4ee8facd77dfc,self control
a,trm_4ee8facd77dfc,self control
t,trm_4ee8facd77dfc,self control
i,trm_4ee8facd77dfc,self control
o,trm_4ee8facd77dfc,self control
v,trm_5534111a8bc96,punishment processing
i,trm_5534111a8bc96,punishment processing
n,trm_4ee8facd77dfc,self control
",",trm_4ee8facd77dfc,self control
l,trm_4a3fd79d0b043,selective attention
o,trm_4a3fd79d0b043,selective attention
r,trm_4a3fd79d0b043,selective attention
h,trm_5534111a8bc96,punishment processing
i,trm_523e024c14df9,antisocial personality
 ,trm_4f2449bdcb0b1,wason card selection task
m,trm_523e024c14df9,antisocial personality
r,trm_523e024c14df9,antisocial personality
d,trm_557b4a913f8cc,risk processing
a,trm_557b4a913f8cc,risk processing
n,trm_557b4a913f8cc,risk processing
g,trm_557b4a913f8cc,risk processing
e,trm_557b4a913f8cc,risk processing
r,trm_557b4a913f8cc,risk processing
n,trm_4a3fd79d09855,apparent motion
 ,trm_557b4a913f8cc,risk processing
p,trm_557b4a913f8cc,risk processing
t,trm_5534111a8bc96,punishment processing
r,trm_557b4a913f8cc,risk processing
n,trm_5534111a8bc96,punishment processing
e,trm_5534111a8bc96,punishment processing
o,trm_557b4a913f8cc,risk processing
c,trm_557b4a913f8cc,risk processing
t,trm_523e024c14df9,antisocial personality
d,trm_4f2449bdcb0b1,wason card selection task
e,trm_4a3fd79d09855,apparent motion
e,trm_4b6525253c63f,reward processing
m,trm_4b6525253c63f,reward processing
e,trm_4b6525253c63f,reward processing
a,trm_4f2449bdcb0b1,wason card selection task
n,trm_4b6525253c63f,reward processing
t,trm_4b6525253c63f,reward processing
",",trm_4b6525253c63f,reward processing
 ,trm_4b6525253c63f,reward processing
r,trm_4b6525253c63f,reward processing
w,trm_4b6525253c63f,reward processing
W,trm_4f2449bdcb0b1,wason card selection task
v,trm_4a3fd79d09855,apparent motion
a,trm_4b6525253c63f,reward processing
r,trm_4f2449bdcb0b1,wason card selection task
r,trm_4b6525253c63f,reward processing
e,trm_4a3fd79d09855,apparent motion
d,trm_4b6525253c63f,reward processing
",",trm_523e024c14df9,antisocial personality
m,trm_4a3fd79d09855,apparent motion
m,trm_5534111a8bc96,punishment processing
e,trm_557b4a913f8cc,risk processing
t,trm_4a3fd79d0b043,selective attention
s,trm_557b4a913f8cc,risk processing
e,trm_557b4a913f8cc,risk processing
s,trm_557b4a913f8cc,risk processing
s,trm_557b4a913f8cc,risk processing
i,trm_557b4a913f8cc,risk processing
n,trm_557b4a913f8cc,risk processing
g,trm_557b4a913f8cc,risk processing
e,trm_523e024c14df9,antisocial personality
h,trm_523e024c14df9,antisocial personality
 ,trm_5534111a8bc96,punishment processing
k,trm_4f241ee9c4e37,word-picture matching task
",",trm_5534111a8bc96,punishment processing
k,trm_5534111a8bc96,punishment processing
c,trm_5534111a8bc96,punishment processing
a,trm_5534111a8bc96,punishment processing
b,trm_5534111a8bc96,punishment processing
n,trm_4a3fd79d09849,anticipation
c,trm_4a3fd79d0b043,selective attention
o,trm_4a3fd79d0b043,selective attention
n,trm_4a3fd79d0b043,selective attention
c,trm_557b4a913f8cc,risk processing
o,trm_557b4a913f8cc,risk processing
r,trm_557b4a913f8cc,risk processing
t,trm_557b4a913f8cc,risk processing
s,trm_557b4a913f8cc,risk processing
i,trm_557b4a913f8cc,risk processing
n,trm_557b4a913f8cc,risk processing
s,trm_5534111a8bc96,punishment processing
i,trm_5534111a8bc96,punishment processing
g,trm_557b4a913f8cc,risk processing
",",trm_557b4a913f8cc,risk processing
 ,trm_557b4a913f8cc,risk processing
h,trm_557b4a913f8cc,risk processing
p,trm_5534111a8bc96,punishment processing
r,trm_557b4a913f8cc,risk processing
e,trm_557b4a913f8cc,risk processing
n,trm_5534111a8bc96,punishment processing
a,trm_557b4a913f8cc,risk processing
t,trm_557b4a913f8cc,risk processing
